uniprot_id	protein_name	reviewed	ec_in_uniprot	rxn_id_in_uniprot	rxn_equation_in_uniprot	gene_id_bigg	RXNRECer	RXNRECer_with_prob	ECRECer_equations
P32129	Probable acyltransferase YihG (EC 2.3.-.-)	reviewed	2.3.-.-	-	-	b3862	RHEA:19709;RHEA:69396;RHEA:70583;RHEA:70579;RHEA:70595;RHEA:70591;RHEA:35855;RHEA:40107;RHEA:35851;RHEA:35887;RHEA:35859;RHEA:40099;RHEA:35891;RHEA:35863;RHEA:37651;RHEA:16741;RHEA:65096;RHEA:65100;RHEA:10332;RHEA:74799;RHEA:74803;RHEA:74807;RHEA:74811;RHEA:74815;RHEA:74823;RHEA:37403;RHEA:70599	{'RHEA:19709': 0.999907, 'RHEA:69396': 0.974609, 'RHEA:70583': 0.950366, 'RHEA:70579': 0.950366, 'RHEA:70595': 0.950366, 'RHEA:70591': 0.950366, 'RHEA:35855': 0.950366, 'RHEA:40107': 0.950366, 'RHEA:35851': 0.950366, 'RHEA:35887': 0.950366, 'RHEA:35859': 0.950366, 'RHEA:40099': 0.950366, 'RHEA:35891': 0.950366, 'RHEA:35863': 0.950366, 'RHEA:37651': 0.950366, 'RHEA:16741': 0.950366, 'RHEA:65096': 0.950366, 'RHEA:65100': 0.950366, 'RHEA:10332': 0.950366, 'RHEA:74799': 0.950366, 'RHEA:74803': 0.950366, 'RHEA:74807': 0.950366, 'RHEA:74811': 0.950366, 'RHEA:74815': 0.950366, 'RHEA:74823': 0.950366, 'RHEA:37403': 0.950366, 'RHEA:70599': 0.950366}	"[""1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + hexadecanoyl-CoA = 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", ""1-tetradecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + hexadecanoyl-CoA = 1-tetradecanoyl-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", ""1-octadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + hexadecanoyl-CoA = 1-octadecanoyl-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", ""1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + hexadecanoyl-CoA = 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", ""1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + octadecanoyl-CoA = 1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", ""(9Z)-octadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", '1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + octadecanoyl-CoA = 1-(9Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phospho-L-serine + CoA', ""(9Z)-octadecenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) = 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", ""1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + dodecanoyl-CoA = 1-(9Z-octadecenoyl)-2-dodecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", ""1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + dodecanoyl-CoA = 1-hexadecanoyl-2-dodecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA"", 'a 2-acylglycerol + hexadecanoyl-CoA = a 1-hexadecanoyl-2-acylglycerol + CoA', 'a 1-acylglycerol + hexadecanoyl-CoA = an hexadecanoyl-acylglycerol + CoA', 'a fatty acyl-[ACP] + an alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA = an alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(acyl)-lipid IVA + holo-[ACP]', '2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + octadecanoyl-CoA = 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + CoA', 'a 2-acyl-sn-glycero-3-phosphoethanolamine + octadecanoyl-CoA = 1-octadecanoyl-2-acyl-sn-glycero-3-phosphoethanolamine + CoA', '2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + hexadecanoyl-CoA = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + CoA', 'a 2-acyl-sn-glycero-3-phosphoethanolamine + hexadecanoyl-CoA = 1-hexadecanoyl-2-acyl-sn-glycero-3-phosphoethanolamine + CoA', 'a 2-acyl-sn-glycero-3-phosphoethanolamine + a fatty acyl-CoA = a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + CoA', '2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + octadecanoyl-CoA = 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA', '2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + octadecanoyl-CoA = 1-octadecanoyl-2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphocholine + CoA', '2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphocholine + octadecanoyl-CoA = 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + CoA', '2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA', '2-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + hexadecanoyl-CoA = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + CoA', '2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + octadecanoyl-CoA = 1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + CoA', 'a 2-acyl-sn-glycero-3-phosphocholine + an acyl-CoA = a 1,2-diacyl-sn-glycero-3-phosphocholine + CoA', 'a 2-acylglycerol + an acyl-CoA = a 1,2-diacylglycerol + CoA', 'a 1-acyl-sn-glycero-3-phosphate + an acyl-CoA = a 1,2-diacyl-sn-glycero-3-phosphate + CoA']"
P33343	Uncharacterized fimbrial-like protein YehD	reviewed	-	-	-	b2111	-	{'-': 1.0}	-
P69367	Multidrug resistance protein MdtH	reviewed	-	-	-	b1065	-	{'-': 1.0}	-
P0ACZ2	Low molecular weight protein-tyrosine-phosphatase Etp (EC 3.1.3.48)	reviewed	3.1.3.48	RHEA:10684	['H2O + O-phospho-L-tyrosyl-[protein] = L-tyrosyl-[protein] + phosphate']	b0982	RHEA:10684	{'RHEA:10684': 1.0}	['H2O + O-phospho-L-tyrosyl-[protein] = L-tyrosyl-[protein] + phosphate']
P33340	Uncharacterized fimbrial-like protein YehA	reviewed	-	-	-	b2108	-	{'-': 1.0}	-
P52102	Ferredoxin YfhL (EcFd)	reviewed	-	-	-	b2562	-	{'-': 1.0}	-
P65367	Flavodoxin YqcA	reviewed	-	-	-	b2790	-	{'-': 1.0}	-
C1P616	Small toxic protein IbsD	reviewed	-	-	-	b4664	-	{'-': 1.0}	-
P27243	O-antigen ligase	reviewed	-	-	-	b3622	-	{'-': 1.0}	-
P75838	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	reviewed	-	-	-	b0905	-	{'-': 1.0}	-
P77804	Protein YdgA	reviewed	-	-	-	b1614	-	{'-': 1.0}	-
P0A9I8	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	reviewed	1.7.1.15	RHEA:24628	['2 H2O + 3 NAD(+) + NH4(+) = 5 H(+) + 3 NADH + nitrite']	b3366	RHEA:24628;RHEA:24632	{'RHEA:24628': 1.0, 'RHEA:24632': 0.7777}	['2 H2O + 3 NAD(+) + NH4(+) = 5 H(+) + 3 NADH + nitrite', '2 H2O + 3 NADP(+) + NH4(+) = 5 H(+) + 3 NADPH + nitrite']
P37746	Putative O-antigen transporter	reviewed	-	-	-	b2037	-	{'-': 1.0}	-
P0A901	Outer membrane lipoprotein Blc	reviewed	-	-	-	b4149	-	{'-': 1.0}	-
P0AFM9	Phage shock protein B	reviewed	-	-	-	b1305	-	{'-': 1.0}	-
P36562	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	reviewed	2.4.2.21	RHEA:11196	"[""5,6-dimethylbenzimidazole + nicotinate beta-D-ribonucleotide = alpha-ribazole 5'-phosphate + H(+) + nicotinate""]"	b1991	RHEA:11196	{'RHEA:11196': 1.0}	"[""5,6-dimethylbenzimidazole + nicotinate beta-D-ribonucleotide = alpha-ribazole 5'-phosphate + H(+) + nicotinate""]"
P39410	Toxin YjjJ (Putative DNA-binding transcriptional regulator YjjJ) (Putative serine/threonine kinase toxin YjjJ) (EC 2.-.-.-)	reviewed	2.-.-.-	-	-	b4385	RHEA:17989;RHEA:46608	{'RHEA:17989': 0.985114, 'RHEA:46608': 0.985114}	['ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]', 'ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]']
P77375	Uncharacterized ferredoxin-like protein YdhX	reviewed	-	-	-	b1671	-	{'-': 1.0}	-
P77265	Multidrug resistance-like ATP-binding protein MdlA (EC 7.6.2.2)	reviewed	7.6.2.2	-	-	b0448	-	{'-': 0.99996}	-
P24240	6-phospho-beta-glucosidase AscB (EC 3.2.1.86)	reviewed	3.2.1.86	RHEA:10772	['6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O = D-glucose + D-glucose 6-phosphate']	b2716	RHEA:10772	{'RHEA:10772': 1.0}	['6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O = D-glucose + D-glucose 6-phosphate']
P42911	N-acetylgalactosamine permease IID component (EIID-Aga) (PTS system N-acetylgalactosamine-specific EIID component)	reviewed	-	-	-	b3140	-	{'-': 1.0}	-
P75969	Prophage integrase IntE (Int(Lambda)) (Prophage e14 integrase) (Prophage lambda integrase)	reviewed	-	-	-	b1140	-	{'-': 1.0}	-
P0ADE8	tRNA-modifying protein YgfZ	reviewed	-	-	-	b2898	-	{'-': 1.0}	-
P0AF01	Molybdenum transport system permease protein ModB	reviewed	-	-	-	b0764	-	{'-': 1.0}	-
Q46801	Putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	reviewed	-	-	-	b2868	-	{'-': 1.0}	-
P75783	Moderate conductance mechanosensitive channel YbiO	reviewed	-	-	-	b0808	-	{'-': 1.0}	-
P0A9F6	Glycine cleavage system transcriptional activator (Gcv operon activator)	reviewed	-	-	-	b2808	-	{'-': 1.0}	-
P76078	1,2-phenylacetyl-CoA epoxidase, subunit B (1,2-phenylacetyl-CoA monooxygenase, subunit B)	reviewed	-	-	-	b1389	-	{'-': 1.0}	-
P76500	Uncharacterized fimbrial-like protein YfcQ	reviewed	-	-	-	b2334	-	{'-': 1.0}	-
P09155	Ribonuclease D (RNase D) (EC 3.1.13.5)	reviewed	3.1.13.5	-	-	b1804	-	{'-': 0.999627}	-
P0A930	Putative polysaccharide export protein Wza	reviewed	-	-	-	b2062	-	{'-': 1.0}	-
P0ACI6	Regulatory protein AsnC	reviewed	-	-	-	b3743	-	{'-': 1.0}	-
P0AC26	Nitrite transporter NirC	reviewed	-	-	-	b3367	-	{'-': 1.0}	-
P42913	Uncharacterized fimbrial-like protein YraH	reviewed	-	-	-	b3142	-	{'-': 1.0}	-
P76004	Oxaloacetate tautomerase YcgM (EC 5.3.2.2)	reviewed	5.3.2.2	RHEA:16021	['oxaloacetate = enol-oxaloacetate']	b1180	-	{'-': 1.0}	-
Q47538	Taurine import ATP-binding protein TauB (EC 7.6.2.7)	reviewed	7.6.2.7	RHEA:14613	['ATP + H2O + taurine(out) = ADP + H(+) + phosphate + taurine(in)']	b0366	RHEA:14613	{'RHEA:14613': 1.0}	['ATP + H2O + taurine(out) = ADP + H(+) + phosphate + taurine(in)']
P07000	Lysophospholipase L2 (EC 3.1.1.5) (Lecithinase B)	reviewed	3.1.1.5	RHEA:15177	['a 1-acyl-sn-glycero-3-phosphocholine + H2O = a fatty acid + H(+) + sn-glycerol 3-phosphocholine']	b3825	RHEA:15177	{'RHEA:15177': 1.0}	['a 1-acyl-sn-glycero-3-phosphocholine + H2O = a fatty acid + H(+) + sn-glycerol 3-phosphocholine']
P16689	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (RPnTP diphosphatase) (EC 3.6.1.63)	reviewed	3.6.1.63	RHEA:34683	['alpha-D-ribose 1-methylphosphonate 5-triphosphate + H2O = alpha-D-ribose 1-methylphosphonate 5-phosphate + diphosphate + H(+)']	b4095	RHEA:34683	{'RHEA:34683': 1.0}	['alpha-D-ribose 1-methylphosphonate 5-triphosphate + H2O = alpha-D-ribose 1-methylphosphonate 5-phosphate + diphosphate + H(+)']
P76080	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D (1,2-phenylacetyl-CoA monooxygenase, subunit D)	reviewed	-	-	-	b1391	-	{'-': 1.0}	-
P0ABC9	High-affinity choline transport protein	reviewed	-	RHEA:28843	['choline(in) + H(+)(in) = choline(out) + H(+)(out)']	b0314	RHEA:28843	{'RHEA:28843': 1.0}	['choline(in) + H(+)(in) = choline(out) + H(+)(out)']
P0AE26	L-arabinose transport system permease protein AraH	reviewed	-	-	-	b4460	-	{'-': 1.0}	-
P25549	Putative sulfatase AslA (EC 3.1.6.-)	reviewed	3.1.6.-	-	-	b3801	RHEA:17261;RHEA:21300	{'RHEA:17261': 0.984657, 'RHEA:21300': 0.7777}	"['an aryl sulfate + H2O = a phenol + H(+) + sulfate', ""H2O + N-acyl-1-beta-D-(3-O-sulfo)-galactosyl-sphing-4-enine = a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine + H(+) + sulfate""]"
P46859	Thermoresistant gluconokinase (EC 2.7.1.12) (Gluconate kinase 2)	reviewed	2.7.1.12	RHEA:19433	['ATP + D-gluconate = 6-phospho-D-gluconate + ADP + H(+)']	b3437	RHEA:19433	{'RHEA:19433': 1.0}	['ATP + D-gluconate = 6-phospho-D-gluconate + ADP + H(+)']
P09424	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	reviewed	1.1.1.17	RHEA:19661	['D-mannitol 1-phosphate + NAD(+) = beta-D-fructose 6-phosphate + H(+) + NADH']	b3600	RHEA:19661	{'RHEA:19661': 1.0}	['D-mannitol 1-phosphate + NAD(+) = beta-D-fructose 6-phosphate + H(+) + NADH']
P0A9F9	HTH-type transcriptional regulator MetR	reviewed	-	-	-	b3828	-	{'-': 1.0}	-
P27111	HTH-type transcriptional regulator CynR (Cyn operon transcriptional activator)	reviewed	-	-	-	b0338	-	{'-': 1.0}	-
P43319	Uncharacterized fimbrial-like protein YraK	reviewed	-	-	-	b3145	-	{'-': 1.0}	-
P23839	Endoribonuclease YicC (EC 3.1.26.-)	reviewed	3.1.26.-	-	-	b3644	-	{'-': 1.0}	-
P37766	Acetate CoA-transferase YdiF (EC 2.8.3.8) (Short-chain acyl-CoA:acetate CoA-transferase)	reviewed	2.8.3.8	RHEA:13381	['acetate + an acyl-CoA = a carboxylate + acetyl-CoA']	b1694	RHEA:13381	{'RHEA:13381': 1.0}	['acetate + an acyl-CoA = a carboxylate + acetyl-CoA']
P77249	Probable fimbrial chaperone SfmC	reviewed	-	-	-	b0531	-	{'-': 1.0}	-
P0AA73	Uncharacterized inner membrane transporter YhbE	reviewed	-	-	-	b3184	-	{'-': 1.0}	-
P24242	HTH-type transcriptional regulator AscG (Cryptic asc operon repressor)	reviewed	-	-	-	b2714	-	{'-': 1.0}	-
P77228	Putative transporter YdfJ	reviewed	-	-	-	b1543	-	{'-': 1.0}	-
P0ABW5	Uncharacterized fimbrial-like protein SfmA (Type-1A pilin)	reviewed	-	-	-	b0530	-	{'-': 1.0}	-
P12999	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	reviewed	2.1.1.197	RHEA:17105	['malonyl-[ACP] + S-adenosyl-L-methionine = malonyl-[ACP] methyl ester + S-adenosyl-L-homocysteine']	b0777	RHEA:17105	{'RHEA:17105': 1.0}	['malonyl-[ACP] + S-adenosyl-L-methionine = malonyl-[ACP] methyl ester + S-adenosyl-L-homocysteine']
P33342	Probable fimbrial chaperone YehC	reviewed	-	-	-	b2110	-	{'-': 1.0}	-
P63389	Probable ATP-binding protein YheS	reviewed	-	-	-	b3352	-	{'-': 1.0}	-
P75715	Uncharacterized fimbrial-like protein SfmH	reviewed	-	-	-	b0533	-	{'-': 1.0}	-
P77599	Probable fimbrial chaperone YfcS	reviewed	-	-	-	b2336	-	{'-': 1.0}	-
P30130	Outer membrane usher protein FimD	reviewed	-	-	-	b4317	-	{'-': 1.0}	-
P0ADU5	Protein YgiW	reviewed	-	-	-	b3024	-	{'-': 1.0}	-
P69826	PTS system mannitol-specific cryptic EIICB component (EIICB-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.197) (PTS system mannitol-specific EIIB component)]	reviewed	2.7.1.197	RHEA:33363	['D-mannitol(out) + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate(in) + L-histidyl-[protein]']	b2933	RHEA:33363	{'RHEA:33363': 1.0}	['D-mannitol(out) + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate(in) + L-histidyl-[protein]']
P46068	HTH-type transcriptional regulator DsdC (D-serine deaminase activator)	reviewed	-	-	-	b2364	-	{'-': 1.0}	-
P0AG84	Uncharacterized oxidoreductase YghA (EC 1.-.-.-)	reviewed	1.-.-.-	-	-	b3003	RHEA:21908;RHEA:10240;RHEA:19409;RHEA:53852;RHEA:42036;RHEA:53848;RHEA:53844;RHEA:53824	{'RHEA:21908': 0.986592, 'RHEA:10240': 0.95019, 'RHEA:19409': 0.7777, 'RHEA:53852': 0.7777, 'RHEA:42036': 0.7777, 'RHEA:53848': 0.7777, 'RHEA:53844': 0.7777, 'RHEA:53824': 0.7777}	['chenodeoxycholate + NAD(+) = 7-oxolithocholate + H(+) + NADH', 'NAD(+) + taurochenodeoxycholate = 7-oxotaurolithocholate + H(+) + NADH', 'glycochenodeoxycholate + NAD(+) = 7-oxoglycolithocholate + H(+) + NADH', 'NAD(+) + taurocholate = 7-oxo-taurodeoxycholate + H(+) + NADH', 'glycocholate + NAD(+) = 7-oxo-glycodeoxycholate + H(+) + NADH', 'a 2,3-saturated acyl-[ACP] + NAD(+) = a (2E)-enoyl-[ACP] + H(+) + NADH', 'cholate + NAD(+) = 3alpha,12alpha-dihydroxy-7-oxo-5beta-cholanate + H(+) + NADH', 'NADP(+) + scytalone = H(+) + NADPH + naphthalene-1,3,6,8-tetrol']
P21169	Constitutive ornithine decarboxylase (EC 4.1.1.17)	reviewed	4.1.1.17	RHEA:22964	['H(+) + L-ornithine = CO2 + putrescine']	b2965	RHEA:22964	{'RHEA:22964': 1.0}	['H(+) + L-ornithine = CO2 + putrescine']
P0AAB2	Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)	reviewed	3.1.3.48	RHEA:10684	['H2O + O-phospho-L-tyrosyl-[protein] = L-tyrosyl-[protein] + phosphate']	b2061	RHEA:10684	{'RHEA:10684': 1.0}	['H2O + O-phospho-L-tyrosyl-[protein] = L-tyrosyl-[protein] + phosphate']
P15070	Flagellar motor switch protein FliN	reviewed	-	-	-	b1946	-	{'-': 1.0}	-
P16690	Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)	reviewed	2.7.4.23	RHEA:20109	['alpha-D-ribose 1,5-bisphosphate + ATP = 5-phospho-alpha-D-ribose 1-diphosphate + ADP']	b4094	RHEA:20109	{'RHEA:20109': 1.0}	['alpha-D-ribose 1,5-bisphosphate + ATP = 5-phospho-alpha-D-ribose 1-diphosphate + ADP']
P69789	Phosphotransferase enzyme IIB component GlvB (EC 2.7.1.-) (PTS system EIIB component)	reviewed	2.7.1.-	-	-	b3682	RHEA:33307;RHEA:33367	{'RHEA:33307': 0.977727, 'RHEA:33367': 0.7777}	['(2R)-2-O-(alpha-D-mannosyl)-glycerate(out) + N(pros)-phospho-L-histidyl-[protein] = (2R)-2-O-(6-phospho-alpha-D-mannosyl)-glycerate(in) + L-histidyl-[protein]', 'D-glucose(out) + N(pros)-phospho-L-histidyl-[protein] = D-glucose 6-phosphate(in) + L-histidyl-[protein]']
P0ACP5	HTH-type transcriptional regulator GntR (Gluconate utilization system GNT-I transcriptional repressor)	reviewed	-	-	-	b3438	-	{'-': 1.0}	-
P0AFH8	Osmotically-inducible protein Y	reviewed	-	-	-	b4376	-	{'-': 1.0}	-
P30136	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	reviewed	4.1.99.17	RHEA:24840	"[""5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + S-adenosyl-L-methionine = 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + 5'-deoxyadenosine + CO + formate + 3 H(+) + L-methionine""]"	b3994	RHEA:24840	{'RHEA:24840': 1.0}	"[""5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + S-adenosyl-L-methionine = 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + 5'-deoxyadenosine + CO + formate + 3 H(+) + L-methionine""]"
P77735	1-deoxyxylulose-5-phosphate synthase YajO (EC 1.1.-.-)	reviewed	1.1.-.-	RHEA:56944	['AH2 + D-ribulose 5-phosphate = 1-deoxy-D-xylulose 5-phosphate + A + H2O']	b0419	RHEA:56944	{'RHEA:56944': 1.0}	['AH2 + D-ribulose 5-phosphate = 1-deoxy-D-xylulose 5-phosphate + A + H2O']
P0AFQ7	Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-)	reviewed	3.1.-.-	-	-	b1100	RHEA:25347;RHEA:13953	{'RHEA:25347': 0.982878, 'RHEA:13953': 0.982878}	['D-tyrosyl-tRNA(Tyr) + H2O = D-tyrosine + tRNA(Tyr)', 'a D-aminoacyl-tRNA + H2O = a D-alpha-amino acid + a tRNA + H(+)']
P76192	Uncharacterized oxidoreductase YdhV (EC 1.-.-.-)	reviewed	1.-.-.-	-	-	b1673	RHEA:23124;RHEA:36631;RHEA:24148;RHEA:16421	{'RHEA:23124': 0.980185, 'RHEA:36631': 0.980185, 'RHEA:24148': 0.971627, 'RHEA:16421': 0.7777}	['2 (2R)-3-phosphoglycerate + 2 H(+) = CO2 + D-ribulose 1,5-bisphosphate + H2O', 'D-glyceraldehyde 3-phosphate + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] = (2R)-3-phosphoglycerate + 3 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]', 'D-ribulose 1,5-bisphosphate + O2 = (2R)-3-phosphoglycerate + 2-phosphoglycolate + 2 H(+)', 'an aldehyde + H2O + 2 oxidized [2Fe-2S]-[ferredoxin] = a carboxylate + 3 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]']
P0AD03	Intermembrane transport protein YebS	reviewed	-	-	-	b1833	-	{'-': 1.0}	-
P45769	Uncharacterized amino-acid ABC transporter ATP-binding protein YhdZ	reviewed	-	-	-	b3271	-	{'-': 1.0}	-
P07654	Phosphate transport system permease protein PstA	reviewed	-	-	-	b3726	-	{'-': 1.0}	-
P0ACT2	Probable acrEF/envCD operon repressor	reviewed	-	-	-	b3264	-	{'-': 1.0}	-
P39409	Putative glycyl-radical enzyme activating enzyme YjjW (GRE activating enzyme YjjW) (EC 1.97.1.-)	reviewed	1.97.1.-	RHEA:61976	"[""glycyl-[protein] + reduced [flavodoxin] + S-adenosyl-L-methionine = 5'-deoxyadenosine + glycin-2-yl radical-[protein] + H(+) + L-methionine + semiquinone [flavodoxin]""]"	b4379	RHEA:61976	{'RHEA:61976': 1.0}	"[""glycyl-[protein] + reduced [flavodoxin] + S-adenosyl-L-methionine = 5'-deoxyadenosine + glycin-2-yl radical-[protein] + H(+) + L-methionine + semiquinone [flavodoxin]""]"
Q46814	Probable hypoxanthine oxidase XdhD (EC 1.-.-.-)	reviewed	1.-.-.-	-	-	b2881	RHEA:56856;RHEA:16669;RHEA:24670;RHEA:34223	{'RHEA:56856': 0.993169, 'RHEA:16669': 0.991307, 'RHEA:24670': 0.991307, 'RHEA:34223': 0.646618}	['H2O + hypoxanthine + NAD(+) = H(+) + NADH + xanthine', '6-hydroxypseudooxynicotine + A + H2O = 2,6-dihydroxypseudooxynicotine + AH2', 'A + an aldehyde + H2O = a carboxylate + AH2 + H(+)', 'H2O + NAD(+) + xanthine = H(+) + NADH + urate']
P0ADN2	UPF0438 protein YifE	reviewed	-	-	-	b3764	-	{'-': 1.0}	-
P15006	Type IV methyl-directed restriction enzyme EcoKMcrBC (EcoKMcrBC) (Protein McrC)	reviewed	-	-	-	b4345	-	{'-': 1.0}	-
P11446	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	reviewed	1.2.1.38	RHEA:21588	['N-acetyl-L-glutamate 5-semialdehyde + NADP(+) + phosphate = H(+) + N-acetyl-L-glutamyl 5-phosphate + NADPH']	b3958	RHEA:21588	{'RHEA:21588': 1.0}	['N-acetyl-L-glutamate 5-semialdehyde + NADP(+) + phosphate = H(+) + N-acetyl-L-glutamyl 5-phosphate + NADPH']
P03030	Transcriptional activator protein LysR	reviewed	-	-	-	b2839	-	{'-': 1.0}	-
P0ABC0	ATP synthase protein I	reviewed	-	-	-	b3739	-	{'-': 1.0}	-
P76393	Protein kinase YegI (EC 2.7.-.-)	reviewed	2.7.-.-	-	-	b2070	-	{'-': 1.0}	-
P20605	Probable protein adenylyltransferase Fic (EC 2.7.7.108) (Cell filamentation protein Fic)	reviewed	2.7.7.108	RHEA:54288;RHEA:54292	"[""ATP + L-tyrosyl-[protein] = diphosphate + O-(5'-adenylyl)-L-tyrosyl-[protein]"", ""ATP + L-threonyl-[protein] = 3-O-(5'-adenylyl)-L-threonyl-[protein] + diphosphate""]"	b3361	RHEA:54288;RHEA:54292;RHEA:58120	{'RHEA:54288': 1.0, 'RHEA:54292': 1.0, 'RHEA:58120': 0.7777}	"[""ATP + L-tyrosyl-[protein] = diphosphate + O-(5'-adenylyl)-L-tyrosyl-[protein]"", ""ATP + L-threonyl-[protein] = 3-O-(5'-adenylyl)-L-threonyl-[protein] + diphosphate"", ""ATP + L-seryl-[protein] = 3-O-(5'-adenylyl)-L-seryl-[protein] + diphosphate""]"
P0AEX3	Alpha-ketoglutarate permease	reviewed	-	-	-	b2587	-	{'-': 1.0}	-
P52613	Flagellar FliJ protein	reviewed	-	-	-	b1942	-	{'-': 1.0}	-
P77682	Prophage bactoprenol-linked glucose translocase homolog (Bactoprenol-linked glucose translocase homolog from prophage CPS-53)	reviewed	-	-	-	b2350	-	{'-': 1.0}	-
P0AFK2	Nicotinamide riboside transporter PnuC	reviewed	-	-	-	b0751	-	{'-': 1.0}	-
